,page_path,label
125,/appeal-benefit-decision/submit-appeal,1
126,/guidance/order-certified-copies-and-certificates-from-companies-house,0
127,/government/publications/llwr-vacancies,1
128,/checks-when-buying-a-used-car,0
129,/government/organisations/the-pensions-advisory-service,0
130,/government/publications/inheritance-tax-confirmation-c1,0
131,/get-undergraduate-student-loan,0
132,/government/publications/cwg5-class-1a-national-insurance-contributions-on-benefits-in-kind/2020-class-1a-national-insurance-contributions-on-benefits-in-kind--4,1
133,/masters-loan/what-youll-get,0
134,/plug-in-car-van-grants,0
135,/passport-services-disabled,0
136,/government/publications/hmpo-privacy-information-notice,0
137,/government/collections/check-it-out-oisc-on-social-media,0
138,/government/collections/national-insurance-forms,0
139,/industrial-injuries-disablement-benefit,0
140,/browse/benefits,1
141,/seasonal-worker-visa/apply,1
142,/government/collections/financial-support-for-businesses-during-coronavirus-covid-19,1
143,/uk-family-visa,0
144,/global-health-insurance-card,0
145,/world/malaysia,0
146,/log-in-file-self-assessment-tax-return/sign-in/prove-identity,0
147,/government/publications/maritime-combat-system-capability-manager-des-apprenticeship-case-study,0
148,/renew-driving-licence,0
149,/guidance/living-in-cyprus,0
150,/mandatory-reconsideration,0
151,/government/collections/mod-information-apprenticeships,1
152,/government/publications/form-n119-particulars-of-claim-for-possession,0
153,/get-help-savings-low-income/eligibility,1
154,/faster-decision-visa-settlement,0
155,/government/publications/national-minimum-wage-code-of-best-practice-on-service-charges-tips-gratuities-and-cover-charges,1
156,/employ-someone,1
157,/government/organisations/skills-funding-agency,1
158,/guidance/sign-in-to-your-childcare-provider-account-for-tax-free-childcare,1
159,/guidance/living-in-france,0
160,/government-authorised-exchange/switch-to-this-visa,0
161,/browse/benefits/help-for-carers,0
162,/government/publications/dbs-update-service-applicant-guide/dbs-update-service-applicant-guide,0
163,/using-somebody-elses-intellectual-property,0
164,/affordable-home-ownership-schemes,0
165,/government/publications/the-fit-note-a-guide-for-patients-and-employees,0
166,/government/collections/probate-forms,0
167,/government/publications/sfa-register-read-me-first-instruction-document,0
168,/government/organisations/hm-revenue-customs/contact/statutory-payment-dispute-team,0
169,/foreign-travel-advice/morocco/entry-requirements,0
170,/government/publications/employers-quick-start-guide-to-positive-action-in-recruitment-and-promotion,0
171,/set-up-free-school,0
172,/keeping-your-pay-tax-records/how-long-to-keep-your-records,0
173,/government/publications/workers-and-temporary-workers-guidance-for-sponsors-part-1-apply-for-a-licence,1
174,/browse,0
175,/government/publications/2021-to-2022-student-finance-application-forms-and-notes-for-postgraduate-masters-students,0
176,/using-a-recruitment-agency-to-find-staff,1
177,/county-court-judgments-ccj-for-debt/pay-the-judgment-if-you-do-owe-the-money,0
178,/government/publications/dbs-application-forms-countersignatories-guide/dbs-application-form-guide-for-countersignatories,0
179,/employers-paternity-pay-leave/help-with-statutory-pay,0
180,/hmrc-internal-manuals/apprenticeship-levy/alm09300,1
181,/government/publications/protecting-children-from-radicalisation-the-prevent-duty,0
182,/government/publications/employers-could-you-offer-work-experience/work-experience-employer-guide,1
183,/apply-medal-or-veterans-badge,0
184,/moving-from-benefits-to-work/work-experience-and-volunteering,1
185,/personal-pensions-your-rights/complaints,0
186,/income-support/if-you-already-get-income-support,1
187,/strike-off-your-company-from-companies-register/apply-to-strike-off,1
188,/government/publications/an-introduction-to-the-hong-kong-british-national-overseas-visa,0
189,/browse/environment-countryside/treasure-wrecks,0
190,/government/publications/scotland-firing-times,0
191,/personal-data-my-employer-can-keep-about-me,0
192,/motorcycle-cbt/car-driving-licence,0
193,/government/publications/access-our-services-using-government-gateway/use-a-government-gateway-account,0
194,/foreign-travel-advice/afghanistan,0
195,/government/publications/british-citizenship-successful-applicants/citizenship-ceremonies-guidance-notes-english-and-welsh,0
196,/government/publications/noms-careers,0
197,/government/publications/universal-credit-and-self-employment-quick-guide/universal-credit-and-self-employment-quick-guide,1
198,/compensation-victim-crime-abroad,0
199,/world/living-in-british-virgin-islands,0
